id,time,y,censored,split,color,filter
84,74.4572,0.5841,0,All,#4682B4,0
84,75.0958,0.5887,0,All,#4682B4,0
85,68.249,0.2542,0,All,#4682B4,0
85,68.3624,0.2417,0,All,#4682B4,0
85,70.1051,0.2572,0,All,#4682B4,0
85,70.7464,0.2758,0,All,#4682B4,0
85,72.7204,0.2887,0,All,#4682B4,0
85,74.0939,0.3227,0,All,#4682B4,0
85,74.2886,0.3267,0,All,#4682B4,0
86,60.4288,0.0132,0,All,#4682B4,0
86,69.308,0.1098,0,All,#4682B4,0
86,69.987,0.1158,0,All,#4682B4,0
86,78.6879,0.4958,0,All,#4682B4,0
86,79.8773,0.5762,0,All,#4682B4,0
86,80.8905,0.6494,0,All,#4682B4,0
86,83.1697,0.7529,0,All,#4682B4,0
86,88.046,0.9121,0,All,#4682B4,0
87,57.0396,0.0544,0,All,#4682B4,0
87,61.0855,0.1544,0,All,#4682B4,0
87,62.7798,0.2669,0,All,#4682B4,0
87,66.3671,0.5287,0,All,#4682B4,0
87,78.0015,0.9917,0,All,#4682B4,0
88,50.9825,0.0141,0,All,#4682B4,0
88,55.3365,0.0226,0,All,#4682B4,0
88,57.7878,0.0372,0,All,#4682B4,0
88,59.3644,0.0621,0,All,#4682B4,0
88,76.107,0.537,0,All,#4682B4,0
88,81.6049,0.725,0,All,#4682B4,0
89,50.4282,0.1068,0,All,#4682B4,0
89,52.0972,0.1219,0,All,#4682B4,0
89,53.86,0.1564,0,All,#4682B4,0
89,55.4359,0.2058,0,All,#4682B4,0
89,62.8967,0.4665,0,All,#4682B4,0
89,65.9231,0.5965,0,All,#4682B4,0
89,67.7012,0.6737,0,All,#4682B4,0
89,72.8048,0.8333,0,All,#4682B4,0
89,78.1761,0.919,0,All,#4682B4,0
90,70.3311,0.0455,0,All,#4682B4,0
90,72.4017,0.0851,0,All,#4682B4,0
90,73.4041,0.1062,0,All,#4682B4,0
90,76.2138,0.1871,0,All,#4682B4,0
90,79.4944,0.3592,0,All,#4682B4,0
91,66.6782,0.0528,0,All,#4682B4,0
91,66.8463,0.0487,0,All,#4682B4,0
91,67.4051,0.0399,0,All,#4682B4,0
91,67.8516,0.061,0,All,#4682B4,0
91,69.1745,0.0776,0,All,#4682B4,0
91,70.0762,0.0909,0,All,#4682B4,0
91,72.4123,0.1139,0,All,#4682B4,0
92,61.0425,0.2589,0,All,#4682B4,0
92,61.356,0.2558,0,All,#4682B4,0
92,64.0305,0.32,0,All,#4682B4,0
92,65.7357,0.3321,0,All,#4682B4,0
92,68.0491,0.4165,0,All,#4682B4,0
92,70.8736,0.4969,0,All,#4682B4,0
92,79.419,0.726,0,All,#4682B4,0
93,65.1364,0.413,0,All,#4682B4,0
93,70.0286,0.6172,0,All,#4682B4,0
93,70.7699,0.6318,0,All,#4682B4,0
93,73.6406,0.7418,0,All,#4682B4,0
93,78.4651,0.8542,0,All,#4682B4,0
93,85.1471,0.9297,0,All,#4682B4,0
93,88.8287,0.9678,0,All,#4682B4,0
94,54.3231,0.0141,0,All,#4682B4,0
94,56.6063,0.0006,0,All,#4682B4,0
94,58.1965,0.002,0,All,#4682B4,0
94,63.2858,0.039,0,All,#4682B4,0
94,64.8918,0.0168,0,All,#4682B4,0
94,81.2669,0.3611,0,All,#4682B4,0
94,82.3291,0.4025,0,All,#4682B4,0
94,85.3757,0.5532,0,All,#4682B4,0
95,64.127,0.2797,0,All,#4682B4,0
95,65.0352,0.2864,0,All,#4682B4,0
95,66.5953,0.3737,0,All,#4682B4,0
95,70.61,0.5195,0,All,#4682B4,0
95,72.004,0.5796,0,All,#4682B4,0
95,73.8156,0.6247,0,All,#4682B4,0
95,74.268,0.6632,0,All,#4682B4,0
95,74.7907,0.6722,0,All,#4682B4,0
95,75.5149,0.7153,0,All,#4682B4,0
96,53.258,0.0191,0,All,#4682B4,0
96,54.3901,0.0328,0,All,#4682B4,0
96,54.8662,0.0246,0,All,#4682B4,0
96,57.7405,0.0446,0,All,#4682B4,0
96,74.7806,0.698,0,All,#4682B4,0
96,79.2223,0.852,0,All,#4682B4,0
97,57.232,0.0383,0,All,#4682B4,0
97,65.0919,0.1067,0,All,#4682B4,0
97,73.2175,0.3292,0,All,#4682B4,0
97,74.9594,0.4136,0,All,#4682B4,0
97,80.7698,0.6732,0,All,#4682B4,0
98,65.2722,0.4366,0,All,#4682B4,0
98,65.717,0.4552,0,All,#4682B4,0
98,66.1823,0.4981,0,All,#4682B4,0
98,68.2462,0.6387,0,All,#4682B4,0
98,68.3246,0.6515,0,All,#4682B4,0
98,69.3261,0.7027,0,All,#4682B4,0
98,70.2002,0.7427,0,All,#4682B4,0
98,71.1235,0.7807,0,All,#4682B4,0
98,71.5091,0.8081,0,All,#4682B4,0
99,58.4472,0.0171,0,All,#4682B4,0
99,60.3798,0.0249,0,All,#4682B4,0
99,66.0381,0.0722,0,All,#4682B4,0
99,66.9967,0.072,0,All,#4682B4,0
99,69.1589,0.0842,0,All,#4682B4,0
99,76.8059,0.2729,0,All,#4682B4,0
100,59.6935,0.0387,0,All,#4682B4,0
100,64.2481,0.137,0,All,#4682B4,0
100,68.1854,0.2859,0,All,#4682B4,0
100,72.0108,0.522,0,All,#4682B4,0
100,72.8096,0.5983,0,All,#4682B4,0
100,81.0812,0.9076,0,All,#4682B4,0
101,53.5555,0.0065,0,All,#4682B4,0
101,59.2061,0.0105,0,All,#4682B4,0
101,66.8298,0.2675,0,All,#4682B4,0
101,68.5448,0.3876,0,All,#4682B4,0
101,76.717,0.9047,0,All,#4682B4,0
101,88.8479,0.9871,0,All,#4682B4,0
101,92.2564,0.9852,0,All,#4682B4,0
102,54.478,-0.0057,0,All,#4682B4,0
102,58.8994,0.0233,0,All,#4682B4,0
102,61.0585,0.0188,0,All,#4682B4,0
102,61.9687,0.0364,0,All,#4682B4,0
102,65.7697,0.0719,0,All,#4682B4,0
102,69.2055,0.1023,0,All,#4682B4,0
103,63.5369,0.0147,0,All,#4682B4,0
103,67.0497,0.0268,0,All,#4682B4,0
103,69.5976,0.0302,0,All,#4682B4,0
103,73.6855,0.0836,0,All,#4682B4,0
103,74.1208,0.0841,0,All,#4682B4,0
103,75.3372,0.1116,0,All,#4682B4,0
103,75.4933,0.1,0,All,#4682B4,0
103,76.4053,0.1381,0,All,#4682B4,0
103,76.6393,0.1285,0,All,#4682B4,0
104,62.418,0.1244,0,All,#4682B4,0
104,63.4568,0.1426,0,All,#4682B4,0
104,65.7545,0.2744,0,All,#4682B4,0
104,66.6693,0.3214,0,All,#4682B4,0
104,69.9425,0.5296,0,All,#4682B4,0
104,72.7928,0.7331,0,All,#4682B4,0
104,72.8108,0.7255,0,All,#4682B4,0
104,75.5912,0.8464,0,All,#4682B4,0
104,78.2766,0.9123,0,All,#4682B4,0
105,59.035,0.0124,0,All,#4682B4,0
105,60.8346,0.0064,0,All,#4682B4,0
105,64.0768,0.0316,0,All,#4682B4,0
105,67.3353,0.0324,0,All,#4682B4,0
105,72.6675,0.0596,0,All,#4682B4,0
105,76.6095,0.1245,0,All,#4682B4,0
105,76.7452,0.1537,0,All,#4682B4,0
105,79.4263,0.2206,0,All,#4682B4,0
106,66.2663,-0.0033,0,All,#4682B4,0
106,67.2119,0.0113,0,All,#4682B4,0
106,68.0217,0.0331,0,All,#4682B4,0
106,69.2646,0.0369,0,All,#4682B4,0
106,69.2745,0.0308,0,All,#4682B4,0
106,69.6716,0.046,0,All,#4682B4,0
106,70.252,0.0746,0,All,#4682B4,0
106,74.1362,0.425,0,All,#4682B4,0
107,65.0842,0.4314,0,All,#4682B4,0
107,68.9275,0.4917,0,All,#4682B4,0
107,70.6595,0.5444,0,All,#4682B4,0
107,70.7681,0.5474,0,All,#4682B4,0
107,74.436,0.6312,0,All,#4682B4,0
108,48.5417,0.0026,0,All,#4682B4,0
108,50.2387,-0.0078,0,All,#4682B4,0
108,61.6449,0.0346,0,All,#4682B4,0
108,61.8396,0.0421,0,All,#4682B4,0
108,67.2592,0.2225,0,All,#4682B4,0
108,84.6962,0.9871,0,All,#4682B4,0
108,86.506,1.0104,0,All,#4682B4,0
108,89.1516,1.0076,0,All,#4682B4,0
109,61.9963,0.1015,0,All,#4682B4,0
109,66.4572,0.2399,0,All,#4682B4,0
109,69.1073,0.4282,0,All,#4682B4,0
109,80.145,0.9359,0,All,#4682B4,0
109,83.4542,0.952,0,All,#4682B4,0
110,65.068,0.3126,0,All,#4682B4,0
110,69.6283,0.4001,0,All,#4682B4,0
110,70.6061,0.4333,0,All,#4682B4,0
110,71.3299,0.4515,0,All,#4682B4,0
110,76.849,0.5575,0,All,#4682B4,0
111,54.9675,0.2137,0,All,#4682B4,0
111,58.3944,0.3912,0,All,#4682B4,0
111,60.2345,0.4718,0,All,#4682B4,0
111,79.9552,0.9785,0,All,#4682B4,0
111,86.4397,1.0196,0,All,#4682B4,0
112,65.4168,0.211,0,All,#4682B4,0
112,67.1496,0.264,0,All,#4682B4,0
112,68.4896,0.2804,0,All,#4682B4,0
112,69.7034,0.3324,0,All,#4682B4,0
112,72.1961,0.3807,0,All,#4682B4,0
112,73.9467,0.4264,0,All,#4682B4,0
112,74.0325,0.4111,0,All,#4682B4,0
112,75.1443,0.4501,0,All,#4682B4,0
113,61.0278,0.0593,0,All,#4682B4,0
113,67.9712,0.2559,0,All,#4682B4,0
113,70.143,0.3505,0,All,#4682B4,0
113,72.366,0.4878,0,All,#4682B4,0
113,74.2754,0.6036,0,All,#4682B4,0
113,78.0206,0.7828,0,All,#4682B4,0
113,80.8195,0.8932,0,All,#4682B4,0
114,63.2234,0.2443,0,All,#4682B4,0
114,64.1803,0.2394,0,All,#4682B4,0
114,64.5095,0.2602,0,All,#4682B4,0
114,70.9451,0.3713,0,All,#4682B4,0
114,72.0648,0.3899,0,All,#4682B4,0
114,73.1412,0.3833,0,All,#4682B4,0
114,73.4937,0.399,0,All,#4682B4,0
114,74.2923,0.4318,0,All,#4682B4,0
115,61.1393,0.0951,0,All,#4682B4,0
115,64.9631,0.1465,0,All,#4682B4,0
115,77.7311,0.5693,0,All,#4682B4,0
115,78.4741,0.5962,0,All,#4682B4,0
115,78.6877,0.6047,0,All,#4682B4,0
116,61.6022,0.2431,0,All,#4682B4,0
116,61.6587,0.2158,0,All,#4682B4,0
116,66.4646,0.492,0,All,#4682B4,0
116,69.5158,0.6344,0,All,#4682B4,0
116,73.7906,0.8234,0,All,#4682B4,0
116,74.6498,0.8434,0,All,#4682B4,0
116,77.701,0.9177,0,All,#4682B4,0
117,57.1456,0.0032,0,All,#4682B4,0
117,57.5374,0.0005,0,All,#4682B4,0
117,61.7047,0.0155,0,All,#4682B4,0
117,64.126,0.022,0,All,#4682B4,0
117,66.9002,0.0193,0,All,#4682B4,0
117,67.238,0.0278,0,All,#4682B4,0
117,67.8566,0.0103,0,All,#4682B4,0
117,68.5207,0.052,0,All,#4682B4,0
117,82.1722,0.3761,0,All,#4682B4,0
118,65.5738,0.0931,0,All,#4682B4,0
118,68.0528,0.1028,0,All,#4682B4,0
118,68.0615,0.0994,0,All,#4682B4,0
118,70.8783,0.1343,0,All,#4682B4,0
118,74.6372,0.1542,0,All,#4682B4,0
119,65.5665,0.4618,0,All,#4682B4,0
119,68.7501,0.8322,0,All,#4682B4,0
119,70.9493,0.9259,0,All,#4682B4,0
119,71.6302,0.9624,0,All,#4682B4,0
119,74.362,0.9912,0,All,#4682B4,0
120,58.7089,-0.0016,0,All,#4682B4,0
120,60.6727,0.0033,0,All,#4682B4,0
120,62.5053,-0.0071,0,All,#4682B4,0
120,65.6457,-0.0019,0,All,#4682B4,0
120,70.5312,0.0288,0,All,#4682B4,0
120,70.6693,0.0047,0,All,#4682B4,0
120,70.8513,-0.0118,0,All,#4682B4,0
120,74.2122,0.0267,0,All,#4682B4,0
120,78.6081,0.0804,0,All,#4682B4,0
121,60.589,0.1217,0,All,#4682B4,0
121,63.8904,0.1608,0,All,#4682B4,0
121,64.9329,0.2102,0,All,#4682B4,0
121,71.3723,0.4567,0,All,#4682B4,0
121,71.9144,0.4767,0,All,#4682B4,0
122,64.2808,0.0263,0,All,#4682B4,0
122,72.8424,0.0499,0,All,#4682B4,0
122,73.8522,0.0927,0,All,#4682B4,0
122,77.795,0.1302,0,All,#4682B4,0
122,80.4698,0.217,0,All,#4682B4,0
122,83.3395,0.2588,0,All,#4682B4,0
123,49.6144,0.0029,0,All,#4682B4,0
123,55.7714,-0.0074,0,All,#4682B4,0
123,56.6791,-0.0026,0,All,#4682B4,0
123,58.9151,0.003,0,All,#4682B4,0
123,61.1812,-0.003,0,All,#4682B4,0
123,65.3127,-0.0013,0,All,#4682B4,0
123,83.2528,0.1966,0,All,#4682B4,0
123,86.2276,0.2857,0,All,#4682B4,0
124,52.5157,0.0099,0,All,#4682B4,0
124,59.4482,0.0074,0,All,#4682B4,0
124,71.3,0.0837,0,All,#4682B4,0
124,75.6492,0.1545,0,All,#4682B4,0
124,83.5791,0.4303,0,All,#4682B4,0
125,58.6608,0.0126,0,All,#4682B4,0
125,61.5244,0.0135,0,All,#4682B4,0
125,64.8419,0.0474,0,All,#4682B4,0
125,70.6413,0.1582,0,All,#4682B4,0
125,79.4172,0.5187,0,All,#4682B4,0
126,64.8465,0.1714,0,All,#4682B4,0
126,65.025,0.1867,0,All,#4682B4,0
126,65.3184,0.1687,0,All,#4682B4,0
126,65.3478,0.1769,0,All,#4682B4,0
126,67.3399,0.199,0,All,#4682B4,0
126,70.2593,0.2595,0,All,#4682B4,0
126,73.147,0.2954,0,All,#4682B4,0
126,78.6501,0.4099,0,All,#4682B4,0
126,80.2732,0.4406,0,All,#4682B4,0
127,64.8074,0.0832,0,All,#4682B4,0
127,65.9183,0.0785,0,All,#4682B4,0
127,66.4153,0.0948,0,All,#4682B4,0
127,68.7069,0.0973,0,All,#4682B4,0
127,68.78,0.0721,0,All,#4682B4,0
127,72.2593,0.1653,0,All,#4682B4,0
127,72.492,0.1543,0,All,#4682B4,0
127,74.9577,0.1865,0,All,#4682B4,0
127,76.2788,0.215,0,All,#4682B4,0
128,67.5223,0.1566,0,All,#4682B4,0
128,68.5286,0.1667,0,All,#4682B4,0
128,79.2809,0.2475,0,All,#4682B4,0
128,80.8087,0.2758,0,All,#4682B4,0
128,85.1543,0.3015,0,All,#4682B4,0
129,61.2065,-0.0053,0,All,#4682B4,0
129,74.2365,0.0348,0,All,#4682B4,0
129,75.2465,0.0573,0,All,#4682B4,0
129,75.3411,0.0586,0,All,#4682B4,0
129,80.239,0.125,0,All,#4682B4,0
129,84.2002,0.3255,0,All,#4682B4,0
130,66.0735,0.084,0,All,#4682B4,0
130,66.8621,0.0854,0,All,#4682B4,0
130,69.2341,0.1085,0,All,#4682B4,0
130,70.3375,0.1066,0,All,#4682B4,0
130,71.6604,0.105,0,All,#4682B4,0
130,79.3105,0.2138,0,All,#4682B4,0
130,85.9776,0.3325,0,All,#4682B4,0
131,64.3213,0.4317,0,All,#4682B4,0
131,67.7984,0.6516,0,All,#4682B4,0
131,69.5369,0.7478,0,All,#4682B4,0
131,74.0522,0.907,0,All,#4682B4,0
131,76.4694,0.9587,0,All,#4682B4,0
132,54.6752,0.1004,0,All,#4682B4,0
132,67.5139,0.2525,0,All,#4682B4,0
132,67.7248,0.2588,0,All,#4682B4,0
132,77.4007,0.4983,0,All,#4682B4,0
132,79.7257,0.5708,0,All,#4682B4,0
133,59.4249,0.0232,0,All,#4682B4,0
133,60.3126,0.0359,0,All,#4682B4,0
133,63.7701,0.0841,0,All,#4682B4,0
133,72.223,0.3451,0,All,#4682B4,0
133,73.7445,0.4183,0,All,#4682B4,0
133,80.1381,0.7621,0,All,#4682B4,0
133,80.6375,0.7878,0,All,#4682B4,0
133,84.4971,0.9066,0,All,#4682B4,0
133,86.0697,0.9282,0,All,#4682B4,0
134,65.1369,0.0112,0,All,#4682B4,0
134,68.3048,0.0516,0,All,#4682B4,0
134,68.3615,0.055,0,All,#4682B4,0
134,68.5432,0.0533,0,All,#4682B4,0
134,68.6594,0.0666,0,All,#4682B4,0
134,71.6455,0.131,0,All,#4682B4,0
134,72.0343,0.1217,0,All,#4682B4,0
135,61.0589,0.0998,0,All,#4682B4,0
135,61.5895,0.1161,0,All,#4682B4,0
135,66.7952,0.179,0,All,#4682B4,0
135,69.4825,0.1867,0,All,#4682B4,0
135,72.6398,0.2305,0,All,#4682B4,0
135,73.8188,0.2489,0,All,#4682B4,0
136,55.9274,0.0019,0,All,#4682B4,0
136,64.6327,0.0166,0,All,#4682B4,0
136,69.1323,0.283,0,All,#4682B4,0
136,77.1376,0.9882,0,All,#4682B4,0
136,77.5467,0.9839,0,All,#4682B4,0
136,78.326,0.9958,0,All,#4682B4,0
137,66.5699,0.0856,0,All,#4682B4,0
137,68.2912,0.1027,0,All,#4682B4,0
137,68.7781,0.1162,0,All,#4682B4,0
137,69.1945,0.1035,0,All,#4682B4,0
137,74.5461,0.2681,0,All,#4682B4,0
138,53.8779,0.0099,0,All,#4682B4,0
138,55.8336,0.0018,0,All,#4682B4,0
138,61.0163,-0.0051,0,All,#4682B4,0
138,66.9944,0.4224,0,All,#4682B4,0
138,67.2965,0.4614,0,All,#4682B4,0
138,80.4322,0.9775,0,All,#4682B4,0
138,81.0252,1.005,0,All,#4682B4,0
138,82.5391,0.991,0,All,#4682B4,0
139,59.8201,0.4043,0,All,#4682B4,0
139,63.7181,0.5364,0,All,#4682B4,0
139,67.1576,0.6334,0,All,#4682B4,0
139,67.3974,0.6457,0,All,#4682B4,0
139,70.6727,0.7167,0,All,#4682B4,0
139,81.5713,0.901,0,All,#4682B4,0
140,67.1439,0.1306,0,All,#4682B4,0
140,68.6027,0.1341,0,All,#4682B4,0
140,69.5105,0.1541,0,All,#4682B4,0
140,69.941,0.1571,0,All,#4682B4,0
140,70.3527,0.1643,0,All,#4682B4,0
140,72.0543,0.1802,0,All,#4682B4,0
140,72.4964,0.163,0,All,#4682B4,0
140,73.8228,0.2048,0,All,#4682B4,0
141,57.4594,0.0762,0,All,#4682B4,0
141,64.3149,0.1597,0,All,#4682B4,0
141,72.3955,0.3279,0,All,#4682B4,0
141,79.6888,0.586,0,All,#4682B4,0
141,84.5812,0.7102,0,All,#4682B4,0
141,85.6224,0.7495,0,All,#4682B4,0
142,59.0178,0.3232,0,All,#4682B4,0
142,60.5173,0.4053,0,All,#4682B4,0
142,66.9642,0.7028,0,All,#4682B4,0
142,72.3025,0.8772,0,All,#4682B4,0
142,85.5612,0.988,0,All,#4682B4,0
142,92.9386,1.0055,0,All,#4682B4,0
143,61.0485,0.0228,0,All,#4682B4,0
143,62.2302,0.0312,0,All,#4682B4,0
143,65.9296,0.0469,0,All,#4682B4,0
143,66.6034,0.0684,0,All,#4682B4,0
143,70.899,0.1206,0,All,#4682B4,0
143,72.4594,0.2032,0,All,#4682B4,0
143,74.6194,0.2704,0,All,#4682B4,0
144,71.886,0.4793,0,All,#4682B4,0
144,76.4099,0.6036,0,All,#4682B4,0
144,77.235,0.6317,0,All,#4682B4,0
144,82.1993,0.7488,0,All,#4682B4,0
144,85.5716,0.8372,0,All,#4682B4,0
144,88.9902,0.8792,0,All,#4682B4,0
145,51.5392,0.0301,0,All,#4682B4,0
145,53.8497,0.0056,0,All,#4682B4,0
145,64.9985,0.0074,0,All,#4682B4,0
145,66.5806,0.0067,0,All,#4682B4,0
145,69.7572,0.0272,0,All,#4682B4,0
146,56.0333,0.0264,0,All,#4682B4,0
146,61.6456,0.1208,0,All,#4682B4,0
146,77.6404,0.7582,0,All,#4682B4,0
146,78.0891,0.7858,0,All,#4682B4,0
146,81.2936,0.8816,0,All,#4682B4,0
147,59.5817,0.3669,0,All,#4682B4,0
147,64.0995,0.7006,0,All,#4682B4,0
147,68.4943,0.8925,0,All,#4682B4,0
147,73.098,0.9749,0,All,#4682B4,0
147,73.9302,0.9788,0,All,#4682B4,0
148,62.7638,0.1392,0,All,#4682B4,0
148,75.8721,0.5748,0,All,#4682B4,0
148,81.1009,0.7852,0,All,#4682B4,0
148,84.9851,0.8524,0,All,#4682B4,0
148,89.7293,0.9122,0,All,#4682B4,0
149,66.7763,0.1179,0,All,#4682B4,0
149,67.7766,0.1463,0,All,#4682B4,0
149,71.2157,0.2499,0,All,#4682B4,0
149,71.9676,0.2629,0,All,#4682B4,0
149,72.5346,0.2885,0,All,#4682B4,0
149,72.6474,0.3071,0,All,#4682B4,0
149,75.122,0.3804,0,All,#4682B4,0
149,76.6067,0.4448,0,All,#4682B4,0
149,77.3459,0.5215,0,All,#4682B4,0
150,65.3815,0.0851,0,All,#4682B4,0
150,67.6105,0.1576,0,All,#4682B4,0
150,67.7647,0.1375,0,All,#4682B4,0
150,68.8769,0.1669,0,All,#4682B4,0
150,71.5213,0.2698,0,All,#4682B4,0
150,71.5545,0.2487,0,All,#4682B4,0
150,71.9614,0.2367,0,All,#4682B4,0
151,61.1588,0.1021,0,All,#4682B4,0
151,67.1962,0.1337,0,All,#4682B4,0
151,70.6605,0.1611,0,All,#4682B4,0
151,73.4731,0.1878,0,All,#4682B4,0
151,73.6102,0.1796,0,All,#4682B4,0
151,74.4491,0.196,0,All,#4682B4,0
151,76.2831,0.216,0,All,#4682B4,0
151,76.9814,0.2114,0,All,#4682B4,0
151,79.4476,0.2603,0,All,#4682B4,0
152,51.6485,0.038,0,All,#4682B4,0
152,57.1745,0.0594,0,All,#4682B4,0
152,57.8185,0.0702,0,All,#4682B4,0
152,63.6066,0.1418,0,All,#4682B4,0
152,74.022,0.3843,0,All,#4682B4,0
152,83.3999,0.6752,0,All,#4682B4,0
152,83.9014,0.6984,0,All,#4682B4,0
152,86.8768,0.7849,0,All,#4682B4,0
153,56.342,0.0181,0,All,#4682B4,0
153,57.3442,0.0103,0,All,#4682B4,0
153,69.5139,0.1437,0,All,#4682B4,0
153,72.2081,0.1876,0,All,#4682B4,0
153,76.03,0.3166,0,All,#4682B4,0
153,77.7032,0.4009,0,All,#4682B4,0
153,79.1033,0.4501,0,All,#4682B4,0
154,63.3483,0.0166,0,All,#4682B4,0
154,68.2342,0.0124,0,All,#4682B4,0
154,72.6394,0.0024,0,All,#4682B4,0
154,77.2938,0.0747,0,All,#4682B4,0
154,77.4574,0.0884,0,All,#4682B4,0
155,65.9265,0.1466,0,All,#4682B4,0
155,68.7756,0.1626,0,All,#4682B4,0
155,72.4626,0.2484,0,All,#4682B4,0
155,78.1245,0.3731,0,All,#4682B4,0
155,78.7041,0.3818,0,All,#4682B4,0
156,60.2506,0.0168,0,All,#4682B4,0
156,67.3821,0.0182,0,All,#4682B4,0
156,69.1671,0.0291,0,All,#4682B4,0
156,69.9583,0.0267,0,All,#4682B4,0
156,70.7604,0.0442,0,All,#4682B4,0
156,78.591,0.1284,0,All,#4682B4,0
156,85.4339,0.3564,0,All,#4682B4,0
156,89.2099,0.5317,0,All,#4682B4,0
157,58.6464,0.0514,0,All,#4682B4,0
157,61.1512,0.089,0,All,#4682B4,0
157,68.0145,0.507,0,All,#4682B4,0
157,71.0022,0.7396,0,All,#4682B4,0
157,71.3424,0.7788,0,All,#4682B4,0
157,71.5272,0.7722,0,All,#4682B4,0
157,72.1756,0.798,0,All,#4682B4,0
157,73.4521,0.8669,0,All,#4682B4,0
158,52.9805,0.0932,0,All,#4682B4,0
158,61.7772,0.3347,0,All,#4682B4,0
158,74.6147,0.7733,0,All,#4682B4,0
158,80.1399,0.9215,0,All,#4682B4,0
158,80.6734,0.9034,0,All,#4682B4,0
158,82.0295,0.9199,0,All,#4682B4,0
158,82.1392,0.9289,0,All,#4682B4,0
158,82.6374,0.9209,0,All,#4682B4,0
158,86.0323,0.9389,0,All,#4682B4,0
159,48.4612,-0.0088,0,All,#4682B4,0
159,51.4478,0.0219,0,All,#4682B4,0
159,65.9396,0.0532,0,All,#4682B4,0
159,73.897,0.1657,0,All,#4682B4,0
159,84.1076,0.5202,0,All,#4682B4,0
159,84.9504,0.5456,0,All,#4682B4,0
159,91.929,0.7756,0,All,#4682B4,0
160,57.9075,0.0454,0,All,#4682B4,0
160,59.7097,0.05,0,All,#4682B4,0
160,70.6953,0.1969,0,All,#4682B4,0
160,73.0226,0.2617,0,All,#4682B4,0
160,76.3322,0.3718,0,All,#4682B4,0
160,76.9555,0.3874,0,All,#4682B4,0
160,79.3737,0.4888,0,All,#4682B4,0
161,60.0136,0.0207,0,All,#4682B4,0
161,63.5512,0.0319,0,All,#4682B4,0
161,68.201,0.0431,0,All,#4682B4,0
161,72.828,0.1684,0,All,#4682B4,0
161,73.0562,0.1639,0,All,#4682B4,0
162,54.3457,0.0012,0,All,#4682B4,0
162,54.9085,-0.0023,0,All,#4682B4,0
162,58.4851,0.0196,0,All,#4682B4,0
162,78.9748,0.1036,0,All,#4682B4,0
162,85.9878,0.2392,0,All,#4682B4,0
163,55.6919,0.0405,0,All,#4682B4,0
163,63.8994,0.0821,0,All,#4682B4,0
163,77.4368,0.2897,0,All,#4682B4,0
163,81.4161,0.3654,0,All,#4682B4,0
163,90.7329,0.6114,0,All,#4682B4,0
164,48.7189,0.0464,0,All,#4682B4,0
164,52.5939,0.0575,0,All,#4682B4,0
164,55.7551,0.0816,0,All,#4682B4,0
164,61.7252,0.1293,0,All,#4682B4,0
164,63.804,0.1475,0,All,#4682B4,0
164,67.2686,0.1604,0,All,#4682B4,0
164,70.8213,0.1862,0,All,#4682B4,0
164,78.5915,0.2865,0,All,#4682B4,0
164,84.1161,0.3589,0,All,#4682B4,0
165,58.5037,0.027,0,All,#4682B4,0
165,68.3994,0.298,0,All,#4682B4,0
165,68.679,0.3027,0,All,#4682B4,0
165,79.1703,0.8683,0,All,#4682B4,0
165,84.3181,0.9531,0,All,#4682B4,0
165,84.7937,0.9591,0,All,#4682B4,0
166,61.2419,0.0598,0,All,#4682B4,0
166,62.4431,0.0713,0,All,#4682B4,0
166,68.3105,0.1335,0,All,#4682B4,0
166,72.7739,0.2311,0,All,#4682B4,0
166,76.5382,0.3241,0,All,#4682B4,0
166,78.2204,0.361,0,All,#4682B4,0
166,78.7336,0.3724,0,All,#4682B4,0
167,57.7399,0.1196,0,All,#4682B4,0
167,58.2675,0.1205,0,All,#4682B4,0
167,65.8612,0.167,0,All,#4682B4,0
167,66.8586,0.1979,0,All,#4682B4,0
167,68.541,0.1787,0,All,#4682B4,0
167,76.1917,0.2066,0,All,#4682B4,0
167,82.2848,0.2817,0,All,#4682B4,0
168,64.5615,-0.0144,0,All,#4682B4,0
168,65.3185,0.0019,0,All,#4682B4,0
168,65.9907,-0.0043,0,All,#4682B4,0
168,67.1515,0.0059,0,All,#4682B4,0
168,68.5067,-0.0088,0,All,#4682B4,0
168,70.2444,0.0048,0,All,#4682B4,0
168,71.8122,0.0062,0,All,#4682B4,0
168,76.0416,-0.0028,0,All,#4682B4,0
168,77.5318,0.0057,0,All,#4682B4,0
169,53.1413,0.0161,0,All,#4682B4,0
169,55.044,0.0159,0,All,#4682B4,0
169,55.5271,0.0133,0,All,#4682B4,0
169,58.2405,0.0376,0,All,#4682B4,0
169,65.0748,0.3489,0,All,#4682B4,0
169,72.0066,0.8564,0,All,#4682B4,0
169,79.0062,0.9812,0,All,#4682B4,0
170,72.0431,0.3221,0,All,#4682B4,0
170,73.2607,0.3575,0,All,#4682B4,0
170,75.99,0.4982,0,All,#4682B4,0
170,76.3695,0.4984,0,All,#4682B4,0
170,76.5607,0.5204,0,All,#4682B4,0
170,77.4392,0.5507,0,All,#4682B4,0
170,79.0552,0.64,0,All,#4682B4,0
170,82.8356,0.7845,0,All,#4682B4,0
170,83.2978,0.8006,0,All,#4682B4,0
171,60.6756,0.1699,0,All,#4682B4,0
171,65.2312,0.2122,0,All,#4682B4,0
171,65.6973,0.2143,0,All,#4682B4,0
