time,id,TC_SAEM,IC_SAEM
3.55,47,9282.67,3790.7
3.94,47,10722.6,2981.33
4.39,47,12248,2207.79
5.05,47,14164.5,1362.05
5.06,47,14190.3,1351.85
5.89,47,16008.7,714.294
7.16,47,17721.7,330.58
8.01,47,18083.4,511.388
8.88,47,16177.2,2474.48
9.92,47,4668.62,11568.5
11,47,1671.36,11165.8
12.93,47,1866.16,9305.8
15,47,1985.13,9019.95
0,48,2000,9000
0.48,48,2000,9000
0.91,48,2000,9000
1.49,48,2230.31,8782.05
1.97,48,3260.19,7887.1
2.55,48,5110.28,6464.9
3.01,48,6791.02,5310.87
3.42,48,8299.72,4373.51
4.02,48,10368.2,3231.88
4.64,48,12185.4,2386.35
4.88,48,12764.5,2164.55
5.21,48,13444.1,1945.29
5.86,48,14425.8,1738.78
7.1,48,14279.7,2744.03
7.92,48,8643.19,7701.88
9.06,48,2014.04,11270.1
10.14,48,1765.73,9939.88
10.98,48,1851.9,9399.47
12.93,48,1976.8,9035.81
14.89,48,1998.25,9001.4
0,49,2000,9000
0.53,49,2000,9000
1.09,49,2000.77,8999.25
1.45,49,2210.07,8800.34
2.18,49,4018.15,7276.42
2.46,49,4948.74,6578.86
3.11,49,7334,4958.51
3.59,49,9063.84,3932.04
3.82,49,9854.72,3499.23
4.54,49,12043.7,2444.13
4.79,49,12661.1,2202.29
5.08,49,13283.8,1991.04
6,49,14627.3,1721.78
7,49,14379.5,2628.26
7.92,49,8024.39,8186.18
8.97,49,2022.05,11321.6
10.03,49,1771.51,9972.98
10.95,49,1855.44,9385.67
13.03,49,1982.61,9026.61
15.01,49,1998.29,9000.95
0,50,2000,9000
0.34,50,2000,9000
1.11,50,2000.7,8999.32
1.39,50,2061.55,8941.17
2.03,50,2948.05,8166.93
2.41,50,3629.66,7655.34
2.97,50,4882.25,6771.49
3.51,50,6175.4,5949.9
3.92,50,7430.17,5128.45
4.48,50,9217.98,4047.49
4.99,50,10802.6,3172.14
5.07,50,11039.4,3049.61
6.15,50,13792.2,1795.79
7.03,50,14982.7,1609.95
8.23,50,10496.4,6137.84
9.02,50,3438.28,11260.5
9.84,50,1817.47,10871.2
11.01,50,1795.61,9648.87
12.96,50,1961.81,9065.28
14.79,50,1996.07,9003.87
0,51,2000,9000
0.46,51,2000,9000
1.09,51,2001.47,8998.57
1.6,51,2607.58,8436.82
1.75,51,2997.71,8096.34
2.4,51,5041.2,6510.48
2.99,51,7230.63,5016.83
3.51,51,9141.28,3871.12
3.82,51,10293.1,3215.33
4.49,51,12570.8,2054.14
5.13,51,14374.3,1279.06
5.19,51,14522.2,1222.65
5.91,51,16050.9,700.784
6.85,51,17421.9,364.2
7.94,51,18101.6,463.578
9.09,51,14738.1,3752.4
9.92,51,4755.69,11520.5
10.98,51,1678.34,11219.7
12.99,51,1871.87,9286.54
15.01,51,1985.73,9017.43
0,52,2000,9000
0.53,52,2000,9000
1.27,52,2156.99,8848.02
1.45,52,2538.22,8493.93
1.95,52,4199.92,7092.38
2.49,52,6414.3,5461.6
3,52,8647.39,4002.77
3.61,52,11089.9,2637.03
4.09,52,12753.6,1841.7
4.61,52,14236.5,1249.54
5.05,52,15257.5,910.109
5.06,52,15278.2,904.02
6.02,52,16889,496.811
7.05,52,17801.6,462.825
8.09,52,16405.2,2138.94
9.17,52,5122.81,11207.8
9.97,52,1811.58,11760.3
10.91,52,1688.32,10220.3
12.91,52,1930.45,9131.8
14.99,52,1994.51,9005.79
0,53,2000,9000
0.49,53,2000,9000
1.09,53,2000.31,8999.7
1.5,53,2119.46,8887.13
2.12,53,2999.93,8131.22
2.71,53,4159.54,7272.53
2.95,53,4708.03,6892.26
3.45,53,5898.74,6122.51
4.04,53,7677.58,4968.23
4.54,53,9274.83,4010.76
4.88,53,10337.7,3418.47
4.96,53,10582.5,3287
5.99,53,13338.8,1980.75
6.85,53,14862.4,1514.94
7.99,53,12870.4,4049.99
8.9,53,4576.32,10661
10.02,53,1781.76,10703.5
10.99,53,1792.25,9697.53
12.92,53,1957.02,9076.45
14.95,53,1996.75,9002.51
0,54,2000,9000
0.64,54,2000,9000
0.93,54,2000,9000
1.62,54,2547.74,8492.48
2.01,54,3596.41,7604.64
2.4,54,4853.21,6646.86
3.1,54,7423.91,4898.93
3.5,54,8907.19,4003.71
3.96,54,10611.2,3038.06
4.6,54,12752.3,1966.39
4.92,54,13686,1554.73
5.16,54,14320.7,1297.6
6.13,54,16349.9,611.173
7.03,54,17564.2,338.872
7.95,54,18136.2,414.642
9.13,54,15240.5,3329.92
9.9,54,6005.21,10731.9
10.87,54,1739.17,11638.1
13.01,54,1862.69,9314.13
14.72,54,1976.71,9032.25
0,55,2000,9000
0.52,55,2000,9000
1.13,55,2009.86,8990.27
1.4,55,2366.73,8651.59
1.84,55,3688.05,7506.13
2.38,55,5833.02,5870.57
2.84,55,7842.54,4506.6
3.51,55,10617.4,2882.76
4.07,55,12613.2,1902.11
4.71,55,14432.4,1176.57
5.04,55,15192.3,926.023
5.07,55,15255.5,906.995
5.86,55,16641.4,545.971
6.94,55,17775.5,406.648
8.02,55,17046.2,1563.08
9.07,55,7244.82,9765.15
10.06,55,1794.2,11773.3
10.81,55,1666.52,10459.8
12.92,55,1924.16,9146
14.9,55,1992.56,9008.63
0,56,2000,9000
0.74,56,2000,9000
1.14,56,2001.99,8998.08
1.5,56,2149.06,8858.92
1.98,56,2878.89,8222.3
2.47,56,3769.52,7554.48
2.88,56,4692.93,6900.12
3.56,56,6337.22,5846.45
3.99,56,7681.54,4969.54
4.56,56,9484.13,3899.15
4.97,56,10755.7,3199.25
5.07,56,11051.8,3045.72
5.93,56,13301,2000.51
7.04,56,14972.8,1630.62
8.02,56,12158.9,4679.3
9.05,56,3229.79,11340.2
9.97,56,1777.06,10673
11.18,56,1820.61,9533.65
13,56,1963.95,9060.75
14.96,56,1996.99,9002.75
0,57,2000,9000
0.63,57,2000,9000
1.04,57,2000.01,8999.99
1.54,57,2294.16,8723.68
2.06,57,3465.88,7722.06
2.59,57,5185.92,6412.31
2.99,57,6643.44,5409.72
3.49,57,8513.3,4237.41
4.02,57,10486.9,3105.22
4.46,57,12010.8,2316.69
5.09,57,13893.6,1468.53
5.14,57,14026.5,1414.53
5.77,57,15500.9,872.124
6.85,57,17262.2,386.774
8.1,57,18181.3,404.867
9.1,57,16459.9,2264.39
9.88,57,8176.56,9178.6
10.84,57,1888.76,11986.9
12.89,57,1828.06,9431.22
15.08,57,1981.49,9025.85
0,58,2000,9000
0.48,58,2000,9000
0.87,58,2000,9000
1.46,58,2095.91,8908.84
1.98,58,2785.43,8302.97
2.51,58,3764.27,7556.51
3.05,58,4983.1,6707.51
3.48,58,6017.32,6047.27
4.07,58,7823.2,4876.76
4.4,58,8877.26,4241.55
5.03,58,10837.4,3153.03
5.07,58,10956.1,3091.54
6.01,58,13418.7,1947.21
7.12,58,15011.6,1638.37
7.97,58,12887.9,4032.38
9.05,58,3498.45,11239.7
10,58,1782.74,10707.4
10.89,58,1785.99,9755.74
12.98,58,1964.35,9065.41
14.81,58,1995.86,9003.9
0,59,2000,9000
0.45,59,2000,9000
0.88,59,2000,9000
1.62,59,2276.31,8742.55
2.12,59,3115.01,8036.41
2.59,59,4006.92,7383.66
2.93,59,4797.26,6829.01
3.59,59,6410.52,5796.98
3.87,59,7277.29,5228.23
4.5,59,9288.23,4008.26
4.95,59,10688.7,3232.93
5,59,10839.3,3153.57
5.91,59,13250.3,2021.19
6.73,59,14775.2,1520.35
8.23,59,10475.3,6157.17
8.95,59,3786.29,11112.4
10.04,59,1768.53,10586.7
11.07,59,1806.29,9603.99
13.1,59,1967.11,9055.13
14.99,59,1996.88,9002.96
0,60,2000,9000
0.62,60,2000,9000
0.86,60,2000,9000
1.54,60,2495.68,8536.59
2.03,60,3887.15,7367.31
2.65,60,5986.56,5848.29
3.06,60,7531.28,4832.26
3.49,60,9045.16,3950.98
4,60,10763.7,3030.95
4.6,60,12412.7,2310.46
5.02,60,13327.6,1991.45
5.04,60,13364.3,1981.57
5.82,60,14464.8,1782.23
6.93,60,14010.2,2943.17
7.82,60,7328.02,8692.28
8.95,60,1921.11,11094.8
9.89,60,1760.88,9958.92
11.12,60,1888.64,9263.63
12.93,60,1982.3,9025.55
15.12,60,1999.46,9000.27
0,61,2000,9000
0.65,61,2000,9000
0.9,61,2000,9000
1.57,61,2179.57,8831.27
2.24,61,3225.23,7955.28
2.52,61,3764.11,7555.67
3.06,61,4978.6,6711.08
3.56,61,6212.92,5918.08
4.09,61,7858.16,4854.3
4.4,61,8849.32,4256.91
4.92,61,10476.4,3344.11
5.01,61,10749,3199.53
5.87,61,13062.4,2100.67
7.08,61,15007.1,1599.93
8.04,61,12505.1,4382.66
8.97,61,4061.32,10955.9
10.04,61,1764.13,10683.8
11.01,61,1792.51,9682.33
13.03,61,1962.1,9065.64
15.05,61,1997.1,9002.86
0,62,2000,9000
0.41,62,2000,9000
1.16,62,2014.54,8985.7
1.64,62,2892.99,8181.31
2.08,62,4422.07,6924.41
2.63,62,6721.35,5251.7
2.95,62,8122.72,4331.45
3.32,62,9686.06,3394.81
4.12,62,12629.6,1895.84
4.43,62,13571.6,1498.07
4.97,62,14946.2,1001.36
5.13,62,15293.3,893.084
5.91,62,16660.2,536.628
7.02,62,17834,381.293
8.19,62,16997.6,1656.46
9.1,62,8625.27,8757.61
10.03,62,1981.35,12062.6
10.75,62,1656.11,10755.4
12.98,62,1918.57,9159.72
14.87,62,1990.81,9010.81
0,63,2000,9000
0.53,63,2000,9000
1.2,63,2024.1,8976.4
1.35,63,2165.01,8841.38
1.91,63,3559.89,7625.91
2.49,63,5444.19,6225.02
3.17,63,7975.64,4561.75
3.3,63,8444.46,4284.3
4.23,63,11798.3,2429.1
4.59,63,12933.9,1891.08
4.86,63,13713.8,1548.6
5.05,63,14218.5,1342.61
6.05,63,16328.1,621.142
7.08,63,17663.2,339.553
7.84,63,18067.5,450.823
9.03,63,14729.3,3745.54
10.02,63,3494.18,12147.4
11.09,63,1652.17,10923.8
13.04,63,1883.59,9253.99
15.09,63,1987.82,9015.79
0,64,2000,9000
0.44,64,2000,9000
1.13,64,2001.18,8998.86
1.52,64,2140.3,8867.45
2.02,64,2848.32,8251.62
2.45,64,3638.17,7647.61
2.89,64,4599.76,6965.23
3.6,64,6349.28,5829.51
4,64,7591.48,5022.74
4.45,64,9030.31,4152.69
4.82,64,10191,3499.39
4.99,64,10711.8,3219.18
5.95,64,13273.9,2008.73
6.86,64,14885.4,1516.33
7.97,64,12921.6,4004
8.89,64,4563.49,10669.8
10.06,64,1769.48,10635.5
11.01,64,1793.05,9678.3
12.97,64,1964.32,9065.39
14.98,64,1996.72,9002.94
0,65,2000,9000
0.48,65,2000,9000
1.02,65,2000,9000
1.48,65,2253.59,8760.03
2.11,65,3797.05,7449.48
2.43,65,4843.17,6656
2.91,65,6583.65,5443.84
3.47,65,8637.65,4174.71
4.11,65,10799.9,3012.14
4.54,65,12040.9,2445.49
5.01,65,13141,2035.96
5.09,65,13301.1,1986.1
6.09,65,14717.1,1716.06
7.21,65,13659,3351.52
7.94,65,7820.92,8349.03
9.13,65,1908.72,11089.8
9.95,65,1761.71,10056.3
10.91,65,1849.94,9403.55
13.24,65,1985.01,9021.49
15,65,1998.48,9001.17
0,66,2000,9000
0.54,66,2000,9000
0.93,66,2000,9000
1.49,66,2316.14,8701.67
1.89,66,3279.64,7862.52
2.66,66,5829.18,5953.43
3.06,66,7331.76,4955.69
3.49,66,8877.96,4037.16
4.16,66,11107.4,2860.37
4.45,66,11928.5,2493.69
4.79,66,12765.2,2166.54
5.08,66,13371.3,1966.89
6.04,66,14698.1,1727.67
6.97,66,14242,2752.16
7.91,66,7379.25,8678.42
8.79,66,2207.76,11397.5
9.94,66,1763.19,9997.06
11.01,66,1868.82,9333.85
13.13,66,1984.05,9021.37
14.92,66,1997.4,9001.98
0,67,2000,9000
0.41,67,2000,9000
0.95,67,2000,9000
1.5,67,2693.89,8353.49
2,67,4426.22,6914.86
2.42,67,6146.84,5648.62
2.95,67,8467.42,4113.28
3.32,67,9997.3,3221.68
4.05,67,12650.9,1887.6
4.44,67,13805,1412.17
5.02,67,15208.7,926.049
5.05,67,15271,907.598
5.91,67,16745.5,528.938
7.02,67,17782,465.528
8.11,67,16167.5,2348.76
9.02,67,6502.33,10278.3
9.92,67,1824.56,11811.5
10.95,67,1697.02,10143.5
12.92,67,1932.31,9127.27
14.96,67,1994.12,9006.51
0,68,2000,9000
0.55,68,2000,9000
1.03,68,2000,9000
1.63,68,2459.34,8573.98
2.12,68,3676.38,7551.74
2.38,68,4504.41,6911.92
3.07,68,6988.5,5184.54
3.51,68,8598.69,4199.23
3.97,68,10182.2,3328.56
4.7,68,12319.5,2332.35
5.02,68,13054.7,2064.4
5.16,68,13336.6,1976.01
6.06,68,14646.2,1713.42
6.85,68,14808.3,2141.83
8.08,68,7141.87,8876.19
8.91,68,2243.58,11434.1
10.06,68,1757.42,10027.4
11.02,68,1853.99,9387.65
12.99,68,1971.73,9039.36
15.13,68,1998.46,9000.02
0,69,2000,9000
0.48,69,2000,9000
0.94,69,2000,9000
1.66,69,2281.44,8738.95
1.95,69,2715.9,8361.82
2.47,69,3668.62,7625.58
3.07,69,5009.1,6691.23
3.46,69,5948.75,6089.94
3.9,69,7254.47,5238.39
4.44,69,8986.61,4177.16
5.06,69,10909.8,3115.27
5.11,69,11056.8,3039.84
5.95,69,13266.3,2011.32
7.01,69,14990,1558.01
7.96,69,13025.6,3910.04
8.95,69,4176.39,10899.5
9.92,69,1806.56,10837.6
10.94,69,1788.03,9729.44
12.97,69,1958.62,9071.48
14.99,69,1996.98,9002.25
0,70,2000,9000
0.41,70,2000,9000
0.93,70,2000,9000
1.39,70,2100.46,8903.58
2.26,70,4018.57,7285.64
2.52,70,4883.46,6632.95
2.99,70,6582.13,5451.08
3.59,70,8829.61,4048.85
4.05,70,10537.7,3077.98
4.53,70,12185.9,2232.24
4.94,70,13433.7,1662.12
5.01,70,13630.3,1578.49
6.05,70,16013.6,710.318
7.05,70,17474.1,348.755
8.15,70,18185.4,417.531
8.92,70,17304.9,1481.6
9.99,70,7005.4,10049.8
11.05,70,1726.71,11634.7
12.96,70,1833.78,9407.88
15.01,70,1979.32,9029.69
0,71,2000,9000
0.71,71,2000,9000
0.86,71,2000,9000
1.45,71,2153.48,8853.9
1.82,71,2751.14,8322.62
2.59,71,4173.95,7269.92
2.99,71,5143.29,6598.32
3.52,71,6374.07,5839.11
3.96,71,7773.39,4917.63
4.54,71,9577.21,3858.71
5.01,71,11031.1,3060.78
5.04,71,11117.6,3016.98
5.88,71,13293.5,2009.77
6.91,71,14879.1,1641.72
8.02,71,11300.7,5400.62
9.07,71,2762.02,11444.4
9.97,71,1751.36,10542.2
10.91,71,1800.45,9632
13.05,71,1970.07,9047.46
15,71,1998.3,9001.86
0,72,2000,9000
0.49,72,2000,9000
1.02,72,2000,9000
1.48,72,2411.48,8612.3
1.9,72,3563.04,7622.95
2.54,72,5660.32,6073.67
2.9,72,7023.7,5150.34
3.37,72,8731.52,4117.73
3.96,72,10905.1,2887.18
4.51,72,12715.2,1992.85
4.93,72,13925.5,1461.66
5.05,72,14238.4,1335.94
6.1,72,16424.3,594.817
7.05,72,17641,342.978
7.85,72,18061.8,464.386
9.21,72,12782.1,5413.62
9.96,72,3796.77,12029.4
11.15,72,1654.22,10797.6
13.06,72,1886.96,9244.49
15.07,72,1987.43,9016.22
0,73,2000,9000
0.45,73,2000,9000
1.02,73,2000,9000
1.29,73,2108.65,8894.82
2.03,73,4005.16,7274.24
2.57,73,5811.65,5968
2.94,73,7215.6,5027.38
3.45,73,9061.42,3926.54
4.06,73,11287.4,2688.24
4.46,73,12589.3,2052.44
4.98,73,14081.2,1399.28
5.09,73,14361.3,1289.07
6.02,73,16303.8,629.67
6.99,73,17590.4,349.793
8.17,73,17915.5,742.34
9.15,73,13168.3,5081.64
10.13,73,2698.7,12378.3
11.03,73,1656.21,10958.1
13,73,1883.22,9253.98
14.99,73,1986.75,9016.38
0,74,2000,9000
0.5,74,2000,9000
0.96,74,2000,9000
1.52,74,2174.73,8834.9
1.9,74,2757.83,8321.07
2.49,74,3832.18,7510.3
2.87,74,4698.07,6896.42
3.52,74,6245.02,5910.05
3.85,74,7250.27,5249.48
4.53,74,9408.9,3944.56
5.04,74,10983.4,3081.77
5.08,74,11099.9,3022.36
5.85,74,13122.5,2079.45
7.18,74,14939.9,1781.63
7.92,74,12738.9,4146.94
9.06,74,3119.22,11376.7
9.96,74,1776.07,10666.5
10.9,74,1792.28,9699.69
12.75,74,1953.61,9084.94
14.96,74,1997.23,9001.93
0,75,2000,9000
0.56,75,2000,9000
1.1,75,2002.97,8997.11
1.55,75,2569.93,8468.9
1.85,75,3436.39,7722.25
2.47,75,5835.91,5876.01
3,75,8135.79,4329.09
3.3,75,9407.28,3560.17
3.99,75,12034,2173.56
4.72,75,14227.8,1249.1
4.99,75,14883.3,1022.22
5.2,75,15340.2,878.959
5.93,75,16624.6,541.958
7.2,75,17933.9,376.177
7.97,75,17809.8,862.807
9.06,75,10843.1,7012.45
10.04,75,2163.06,12247.3
11.23,75,1681.66,10256.2
12.92,75,1902.68,9201.27
15,75,1990.93,9010.96
0,76,2000,9000
0.4,76,2000,9000
1.15,76,2002.93,8997.17
1.29,76,2026.23,8974.63
2.15,76,3236.16,7942.6
2.37,76,3623.18,7661.8
3.1,76,5269.98,6521.27
3.49,76,6195.71,5944.26
4.11,76,8137.43,4687.4
4.57,76,9575.15,3851
4.91,76,10634.9,3264.52
5.12,76,11253.3,2945.34
6.11,76,13752.3,1814.55
7.08,76,14953.9,1697.54
7.91,76,12685.7,4191.55
9.02,76,3223.51,11335.5
10.05,76,1761.25,10521.7
11.13,76,1823.15,9539.75
12.96,76,1963.5,9062.82
15.08,76,1997.65,9001.53
0,77,2000,9000
0.6,77,2000,9000
1.15,77,2009.29,8990.88
1.68,77,2912.35,8166.91
2.04,77,4106.55,7178.52
2.56,77,6223.96,5600.54
3.16,77,8823.15,3905.58
3.54,77,10378,3014.97
3.85,77,11544.2,2410.41
4.57,77,13830.1,1398.37
4.92,77,14722.5,1075.49
5.03,77,14975,992.45
5.95,77,16655,535.055
6.94,77,17769.5,356.951
7.95,77,17835.5,832.897
8.98,77,11889.2,6150.12
9.94,77,2427.86,12332.4
11.04,77,1658.36,10510.5
13.03,77,1912.57,9174.15
15.07,77,1991.74,9008.66
0,78,2000,9000
0.63,78,2000,9000
1.07,78,2000.39,8999.62
1.54,78,2372.63,8650.8
2.09,78,3800.95,7443.92
2.45,78,4982.57,6553.35
2.88,78,6549.7,5464.65
3.55,78,8996.08,3969.23
3.92,78,10259.1,3284.42
4.45,78,11859.8,2520.96
4.89,78,12932.3,2105.62
4.97,78,13103,2048.09
5.82,78,14437.7,1750.18
6.88,78,14575.7,2401.79
8.07,78,6226.6,9539.89
8.89,78,2109.01,11356.7
9.99,78,1760.3,9994.1
11.08,78,1871.64,9323.45
13.02,78,1980.79,9027.76
14.98,78,1998.89,9000.29
0,79,2000,9000
0.64,79,2000,9000
0.94,79,2000,9000
1.52,79,2142.63,8865.19
1.91,79,2667.44,8401.49
2.51,79,3770.39,7551.86
3.03,79,4944.77,6732.23
3.35,79,5689.52,6258.34
3.79,79,6932.57,5448.99
4.63,79,9613.01,3820.07
4.9,79,10453.3,3356.8
6.06,79,13540.9,1896.11
6.94,79,14947.8,1539.45
8.15,79,11544.9,5237.49
8.84,79,4890.13,10461.3
10.14,79,1748.49,10526.9
10.93,79,1784.86,9727.91
12.98,79,1961.17,9066.29
15.19,79,1997.71,9001.79
0,80,2000,9000
0.66,80,2000,9000
0.93,80,2000,9000
1.59,80,2459.52,8572.19
2.01,80,3536.69,7655.51
2.48,80,5065.12,6493.98
2.86,80,6450.12,5531.7
3.43,80,8545.62,4227.98
4.01,80,10524.8,3150.05
4.47,80,11888.1,2511.22
5.01,80,13165.1,2029.87
5.06,80,13265.3,1998.55
6.08,80,14711.4,1721.87
7.17,80,13726.2,3279.04
8.19,80,5252.29,10214.2
9.1,80,1891.76,11120.2
10.03,80,1763.33,9961.98
11.02,80,1861.82,9349.76
13.09,80,1986.01,9021.61
15.04,80,1998.59,9000.89
0,81,2000,9000
0.56,81,2000,9000
0.97,81,2000,9000
1.43,81,2225.69,8785.2
2.07,81,3857.43,7394.71
2.41,81,4966.94,6563.28
3.08,81,7440.25,4886.72
3.64,81,9514.96,3651.66
3.77,81,9998.67,3376.89
4.41,81,12226.9,2213.73
4.93,81,13775.2,1518.02
4.95,81,13829.6,1495.38
5.93,81,16035.4,704.143
7.14,81,17688.7,326.871
8.1,81,18109,520.378
9.13,81,14887.2,3631.15
9.9,81,5534.29,11039.7
11.15,81,1647.49,11030.7
12.92,81,1856.89,9333.36
14.88,81,1981.45,9026.01
0,82,2000,9000
0.48,82,2000,9000
0.97,82,2000,9000
1.54,82,2708.79,8341.81
1.92,82,3969.85,7277.79
2.38,82,5817.73,5881.74
2.96,82,8349.29,4186.89
3.42,82,10252.6,3079.11
4.14,82,12825.3,1808.02
4.53,82,13959.9,1347.94
5.11,82,15332.9,882.971
5.13,82,15373.8,871.044
5.98,82,16810,507.372
7.08,82,17848.4,427.714
8.08,82,16907.6,1703.58
8.92,82,9436.19,8095.91
9.99,82,1876.82,11921.7
11.05,82,1693.48,10174.7
12.88,82,1932.15,9144.22
15.14,82,1994.1,9005.91
0,83,2000,9000
0.45,83,2000,9000
1,83,2000,9000
1.47,83,2138.47,8868.42
1.94,83,2869.22,8227.76
2.72,83,4377.34,7121.61
3.13,83,5339.52,6479.74
3.46,83,6118.92,5994.98
4.11,83,8142.76,4684.62
4.33,83,8831.04,4277.26
4.84,83,10424.4,3378.55
5.1,83,11200.8,2971.7
5.89,83,13252.9,2023.16
7.07,83,14952.5,1691.6
8.09,83,11312.5,5418.03
8.91,83,3796.35,11086.5
10,83,1767.97,10582.4
10.84,83,1784.27,9731.54
13.08,83,1968.9,9052.04
14.94,83,2000.98,8998.55
0,84,2000,9000
0.34,84,2000,9000
0.99,84,2000,9000
1.57,84,2588.27,8453.03
1.92,84,3616.88,7575.25
2.53,84,6006.98,5756.93
3.12,84,8561.91,4067.32
3.41,84,9771.91,3353.39
4.1,84,12334.1,2035.09
4.52,84,13629.3,1478.14
4.89,84,14599.4,1117.67
5.04,84,14948.9,1001.09
6.11,84,16853.3,490.822
6.97,84,17782.5,351.514
8.13,84,17675.2,1034.12
8.97,84,12671,5505.55
10.04,84,2294.8,12307.9
10.93,84,1653.85,10755.2
12.91,84,1896.92,9215.38
14.94,84,1989.75,9011.48
0,85,2000,9000
0.24,85,2000,9000
1.16,85,2005.06,8995.06
1.47,85,2201.9,8808.51
1.97,85,3232.77,7911.6
2.58,85,5173.37,6420.97
3,85,6705.81,5368.36
3.48,85,8466.7,4277.03
4.05,85,10419.7,3207.26
4.53,85,11857.2,2524.71
4.9,85,12778.9,2159.3
4.97,85,12933.6,2105.46
6.21,85,14779.3,1712.69
7.06,85,14445.4,2572.04
7.94,85,8658.93,7689.86
8.95,85,2175.04,11419.6
10.01,85,1757.29,10080.8
10.99,85,1850.41,9403.52
12.91,85,1974.53,9037.26
15.05,85,1998.05,9001.3
0,86,2000,9000
0.43,86,2000,9000
1.05,86,2000.04,8999.96
1.56,86,2353.69,8668.5
2.18,86,3924.49,7352.59
2.27,86,4211.39,7130.88
2.88,86,6363.95,5592.1
3.52,86,8752.53,4094.46
3.99,86,10498.6,3099.06
4.55,86,12408.6,2125.52
4.97,86,13657.1,1566.77
4.98,86,13684.8,1555.15
5.97,86,15957.2,727.452
7.22,86,17694.5,319.967
7.89,86,18132.2,356.247
8.88,86,17186.7,1585.03
9.83,86,8172.24,9176.96
10.77,86,1893.6,12030.2
12.88,86,1833.99,9410.01
15.08,86,1982.47,9024.28
0,87,2000,9000
0.49,87,2000,9000
0.95,87,2000,9000
1.45,87,2263.75,8749.79
2.24,87,4417.92,6965.88
2.47,87,5196.63,6397.68
3.23,87,8008.54,4540.64
3.34,87,8400.64,4310.48
4.08,87,10907.6,2956.22
4.72,87,12634.7,2215.78
4.88,87,12994.9,2086.29
5,87,13243.3,2005.26
6.13,87,14779.6,1737.33
6.94,87,14252.8,2732.43
7.92,87,7055.65,8919.2
8.98,87,1944.87,11156
10.1,87,1775.89,9834.68
11.09,87,1880.78,9294.53
13.04,87,1983.11,9024.44
14.87,87,1998.61,9000.85
0,88,2000,9000
0.48,88,2000,9000
0.99,88,2000,9000
1.6,88,2391.91,8634.82
2.07,88,3500.17,7693.93
2.31,88,4237.83,7114.97
2.91,88,6356.02,5599.93
3.74,88,9465.88,3676.01
3.9,88,10060.4,3339.2
4.53,88,12249.1,2200.72
4.73,88,12874.4,1908.51
5.05,88,13794.4,1509.04
6.02,88,15995.5,714.866
7.07,88,17517.7,341.327
7.95,88,18151.4,356.05
8.85,88,17445,1345.34
10.04,88,6095.14,10689.5
10.98,88,1755.91,11722.8
12.99,88,1841.68,9382.76
15.09,88,1982.11,9024.61
0,89,2000,9000
0.54,89,2000,9000
1.01,89,2000,9000
1.61,89,2329.03,8693.05
2.05,89,3232.08,7920.52
2.49,89,4534.9,6901.48
3.09,89,6672.86,5400.73
3.49,89,8160.59,4459.17
3.89,89,9670.72,3563.67
4.52,89,11896.1,2378.61
4.7,89,12478.1,2097.01
4.99,89,13351.1,1701.29
5.88,89,15528.2,865.916
6.98,89,17301.1,380.78
8.07,89,18167.5,352.557
9.06,89,17192.4,1597.86
9.98,89,8508.85,8930.47
10.98,89,1851.13,11976.7
13.07,89,1835.8,9403.73
14.91,89,1973.9,9038.48
0,90,2000,9000
0.56,90,2000,9000
0.87,90,2000,9000
1.45,90,2077.19,8926.54
2.02,90,2778.53,8311.83
2.47,90,3609.61,7668.03
3.02,90,4819.03,6817.98
3.53,90,6067.3,6009.39
3.87,90,7075.08,5352.63
4.49,90,9059.87,4133.44
4.79,90,10004,3599.73
4.82,90,10097,3548.61
5.98,90,13274.9,2006.82
7.02,90,14990,1542.92
7.94,90,13350.7,3611.35
9.06,90,3699.77,11158.6
10.13,90,1759.12,10599.4
11.03,90,1792.24,9689.51
12.96,90,1955.99,9076.53
14.94,90,1996.32,9003.13
0,91,2000,9000
0.41,91,2000,9000
0.82,91,2000,9000
1.65,91,2689.08,8365.52
2.05,91,3845.02,7403.19
2.67,91,5949.36,5870.49
2.96,91,7047.28,5135.3
3.59,91,9299.18,3804.31
4.04,91,10803.9,3008.31
4.41,91,11872.5,2521.25
5.1,91,13435.7,1955.68
5.11,91,13453.5,1951.18
5.89,91,14540.1,1756.29
7.1,91,13582.5,3387.33
8.1,91,5196.65,10237.1
9.23,91,1804.94,10786.7
9.92,91,1756.76,9981.47
10.91,91,1862.65,9352.84
13.09,91,1985.12,9020.7
15.06,91,1999.15,9000.62
0,92,2000,9000
0.49,92,2000,9000
0.83,92,2000,9000
1.6,92,2583,8459.22
1.93,92,3492.9,7683.84
2.5,92,5350.23,6289.88
3.04,92,7369.44,4930.48
3.41,92,8692.91,4144.73
3.97,92,10600.3,3110.06
4.45,92,11992.2,2472.02
4.77,92,12772.2,2168.82
4.93,92,13120.4,2047.75
6,92,14659,1746.48
7.08,92,13633.3,3336.18
8.17,92,4608.48,10606.7
9.11,92,1854.96,10941.2
10.02,92,1778.25,9876.42
11.03,92,1873.17,9311.74
13.04,92,1986.47,9020.41
14.71,92,1999.28,9000.3
0,93,2000,9000
0.51,93,2000,9000
0.77,93,2000,9000
1.58,93,2349.16,8673.67
1.81,93,2803.32,8273.68
2.52,93,4912.52,6611.69
2.93,93,6392.64,5576.79
3.5,93,8519.02,4235.31
4.05,93,10565.2,3063.79
